hspeed,Distancefromexchange,MarketClassification, t24hr , httppost24hr , dns_24hrs , jitter_24hrs_up , jitter_24hrs_down , latencyloss24 
20.00,687.26,687.26,6.07,0.75,27.51,0.87,0.43,28.13
50.00,608.33,608.33,52.89,5.23,10.02,0.31,0.41,12.18
75.00,1813.27,1813.27,75.95,9.87,7.58,0.34,0.30,7.69
20.00,1128.04,1128.04,6.77,0.79,45.08,2.27,0.81,46.29
17.00,1659.09,1659.09,15.69,1.07,11.96,0.48,0.53,14.04
38.00,307.72,307.72,32.42,7.21,9.92,0.34,0.34,11.10
38.00,2486.81,2486.81,11.71,2.75,24.41,1.49,4.37,24.35
200.00,1647.87,1647.87,54.64,12.01,16.45,2.54,0.63,21.67
38.00,0.00,0.00,27.34,8.86,11.91,0.42,0.55,11.45
20.00,1495.25,1495.25,6.79,0.89,27.54,0.72,0.61,27.08
38.00,677.03,677.03,35.33,9.11,29.32,0.41,0.31,19.01
55.00,2308.25,2308.25,45.97,9.23,19.51,0.37,0.35,11.63
76.00,2820.87,2820.87,62.41,18.26,18.14,0.29,0.36,9.95
76.00,1667.40,1667.40,55.61,18.56,12.78,0.33,0.28,11.53
52.00,2924.57,2924.57,50.91,8.38,16.81,0.25,0.34,17.43
38.00,2891.91,2891.91,30.84,9.50,16.96,0.62,0.67,14.42
76.00,0.00,0.00,72.69,20.70,8.64,0.31,0.19,3.71
76.00,1221.65,1221.65,62.03,17.70,18.09,0.26,0.30,20.78
38.00,0.00,0.00,36.21,6.11,21.79,0.57,0.61,19.84
17.00,929.55,929.55,14.58,1.06,13.19,0.52,0.40,12.36
38.00,591.68,591.68,36.29,9.23,13.49,0.46,0.48,12.43
38.00,823.65,823.65,36.73,9.27,14.10,0.27,0.49,13.88
0.00,914.43,914.43,30.94,9.20,34.55,0.54,0.64,28.12
38.00,720.25,720.25,36.87,9.28,25.09,0.28,0.47,18.31
76.00,186.47,186.47,73.76,18.53,16.56,0.24,0.25,15.09
17.00,0.00,0.00,6.59,0.86,28.76,1.11,0.44,27.05
52.00,377.58,377.58,51.00,9.28,8.92,0.27,0.24,8.40
38.00,1766.63,1766.63,36.77,9.25,19.94,0.40,0.43,12.34
8.00,1483.89,1483.89,4.04,0.74,50.09,4.29,0.67,54.22
76.00,2608.79,2608.79,70.71,18.53,16.68,0.26,0.28,13.47
52.00,890.91,890.91,50.16,9.16,23.32,0.33,0.32,15.85
8.00,2567.05,2567.05,2.68,0.34,39.42,0.81,0.53,31.89
38.00,956.87,956.87,35.89,6.90,18.78,1.14,0.36,9.57
38.00,930.21,930.21,18.08,1.06,26.53,1.40,0.98,27.97
55.00,471.51,471.51,52.96,9.84,15.78,0.45,0.31,7.51
38.00,1577.04,1577.04,41.26,9.01,15.08,0.35,0.36,11.53
38.00,361.22,361.22,36.20,9.22,16.11,0.40,0.26,9.30
17.00,963.40,963.40,15.98,1.00,12.83,0.55,0.41,10.65
76.00,545.33,545.33,46.10,17.35,15.12,0.31,0.34,13.60
70.00,2923.02,2923.02,75.59,4.95,7.97,1.34,0.20,19.42
38.00,2085.33,2085.33,21.97,3.52,9.87,0.36,0.35,8.65
55.00,2221.55,2221.55,43.46,9.21,20.75,1.13,0.58,16.62
76.00,1572.63,1572.63,60.77,18.54,18.65,0.37,0.34,10.08
76.00,1014.60,1014.60,71.81,18.50,18.21,0.46,0.38,17.56
76.00,1340.32,1340.32,59.70,15.62,18.08,0.24,0.32,13.77
76.00,335.72,335.72,72.90,14.72,21.23,0.37,0.31,13.34
38.00,2257.82,2257.82,22.75,4.10,6.98,0.34,0.33,10.88
17.00,703.26,703.26,15.96,0.98,14.68,0.61,0.49,13.41
17.00,1920.55,1920.55,2.17,0.31,27.64,1.71,0.33,27.44
8.00,3113.52,3113.52,1.61,0.44,63.19,5.67,0.53,52.41
38.00,2431.32,2431.32,37.07,9.30,6.90,0.25,0.34,13.49
76.00,1310.41,1310.41,73.31,20.85,18.93,0.23,0.13,9.93
38.00,389.62,389.62,30.35,5.51,17.06,0.42,0.34,15.52
17.00,1061.59,1061.59,15.72,1.06,21.12,0.94,0.52,19.58
150.00,1647.70,1647.70,164.52,10.00,11.05,1.86,0.21,16.62
200.00,1810.77,1810.77,216.46,11.50,11.79,2.58,0.25,11.15
200.00,116.69,116.69,213.00,12.13,17.40,1.97,0.19,16.88
200.00,953.92,953.92,172.89,11.94,15.12,1.87,0.09,21.42
100.00,1922.92,1922.92,108.28,5.92,17.37,2.31,0.27,17.94
200.00,1350.73,1350.73,215.70,12.10,14.87,2.43,0.23,17.97
8.00,2617.36,2617.36,1.48,0.35,44.12,1.73,0.67,28.85
76.00,4128.11,4128.11,64.65,18.49,23.62,0.22,6.81,38.63
38.00,3519.59,3519.59,19.80,5.83,6.72,0.31,1.26,10.66
76.00,0.00,0.00,73.84,18.52,10.75,1.12,1.80,16.70
76.00,473.31,473.31,73.40,18.49,11.89,0.37,0.27,4.99
70.00,2268.01,2268.01,74.40,4.94,14.53,1.18,0.26,21.19
76.00,1416.11,1416.11,32.24,13.83,16.95,0.52,0.52,16.46
76.00,1452.57,1452.57,66.05,18.44,7.21,0.22,0.40,6.26
38.00,1358.52,1358.52,40.80,7.19,8.48,0.47,0.50,7.98
38.00,1794.23,1794.23,36.29,1.68,28.30,0.48,0.35,26.53
76.00,1440.39,1440.39,60.59,18.53,11.00,0.18,0.44,9.87
76.00,1138.71,1138.71,64.37,15.74,10.45,0.79,0.80,11.20
38.00,975.99,975.99,37.19,9.31,19.20,0.28,0.30,17.35
38.00,814.97,814.97,36.42,6.31,8.23,0.27,0.60,7.38
76.00,3535.03,3535.03,13.10,13.08,12.76,0.27,0.33,7.40
76.00,476.96,476.96,55.66,15.78,6.26,0.22,0.33,5.47
200.00,818.89,818.89,168.66,12.07,9.95,1.50,0.19,10.51
200.00,915.50,915.50,189.32,12.07,10.07,1.77,0.16,14.35
150.00,1599.34,1599.34,153.70,9.89,13.96,1.75,0.08,19.13
200.00,2186.65,2186.65,204.76,12.00,17.57,2.16,0.28,16.80
200.00,676.90,676.90,189.41,11.37,21.64,3.36,0.30,25.31
200.00,2361.79,2361.79,207.82,12.11,11.61,1.80,0.23,19.81
200.00,1142.34,1142.34,192.22,12.05,9.83,1.75,0.11,13.60
200.00,621.53,621.53,217.79,12.09,14.39,2.43,0.23,25.87
50.00,2322.63,2322.63,53.69,2.95,9.51,2.98,0.25,21.03
152.00,0.00,0.00,130.95,20.21,14.73,1.59,0.10,25.79
200.00,1538.22,1538.22,75.81,11.90,13.70,3.02,0.27,16.58
200.00,0.00,0.00,215.19,12.11,17.75,1.35,0.30,11.90
38.00,1841.07,1841.07,18.55,2.56,18.28,0.34,0.40,19.69
76.00,355.05,355.05,43.57,18.52,10.19,0.18,0.26,9.33
38.00,420.04,420.04,38.13,5.86,6.42,0.37,0.30,7.51
38.00,4012.15,4012.15,24.96,6.06,17.46,0.63,0.58,14.79
38.00,250.50,250.50,37.12,9.33,8.74,0.39,0.29,12.88
17.00,0.00,0.00,2.70,0.34,43.07,1.73,0.98,38.43
17.00,535.49,535.49,15.78,1.02,19.41,1.36,0.43,18.93
0.00,2907.31,2907.31,24.83,6.49,36.06,6.87,2.25,49.70
0.00,2889.72,2889.72,4.57,0.72,39.86,0.67,0.60,33.43
76.00,2439.81,2439.81,61.89,17.35,15.67,1.37,1.40,13.19
38.00,1240.68,1240.68,35.88,7.51,19.86,0.58,0.72,11.19
8.00,5264.47,5264.47,3.18,0.26,29.19,0.95,0.80,24.38
38.00,2439.09,2439.09,14.38,2.39,13.60,0.44,0.52,12.15
17.00,480.00,480.00,13.55,0.63,46.76,0.85,0.51,38.00
38.00,1831.30,1831.30,15.42,2.15,25.37,0.43,0.37,18.58
17.00,1468.82,1468.82,10.27,0.76,30.71,1.36,0.36,27.82
76.00,381.19,381.19,72.80,18.51,10.01,0.25,0.35,9.23
76.00,840.41,840.41,43.46,12.80,26.38,2.64,6.87,15.47
38.00,575.98,575.98,32.41,4.19,21.55,0.38,0.38,21.03
76.00,1322.00,1322.00,55.15,17.07,10.45,0.23,0.25,11.60
76.00,0.00,0.00,49.90,14.49,15.47,0.50,0.58,12.82
76.00,1829.79,1829.79,70.16,15.92,28.42,0.36,0.28,13.91
76.00,883.69,883.69,69.32,18.35,8.23,0.19,0.59,7.50
76.00,2486.73,2486.73,70.41,16.91,17.68,0.32,0.30,10.30
76.00,0.00,0.00,72.28,18.54,6.71,0.30,0.42,5.59
52.00,3005.99,3005.99,43.44,9.79,17.59,0.26,0.76,16.83
76.00,781.18,781.18,73.68,20.80,6.44,0.32,0.24,5.62
38.00,2585.48,2585.48,20.35,4.36,14.52,1.11,1.06,14.53
76.00,503.17,503.17,73.27,18.55,10.83,0.19,0.37,9.80
0.00,1708.35,1708.35,30.51,2.41,12.18,0.36,0.28,11.04
38.00,1085.46,1085.46,35.79,6.01,20.38,0.35,0.44,13.95
76.00,1175.91,1175.91,66.02,17.05,8.36,0.28,0.37,7.20
38.00,754.60,754.60,35.93,3.00,7.29,0.33,0.60,6.76
76.00,1560.35,1560.35,68.72,18.43,12.69,0.24,0.24,5.95
76.00,550.92,550.92,65.16,16.79,18.73,0.26,0.38,13.82
76.00,3305.07,3305.07,59.85,18.24,15.48,0.20,0.33,14.25
76.00,2078.99,2078.99,46.69,8.75,14.27,0.31,0.34,10.08
8.00,4668.51,4668.51,0.81,0.31,34.38,0.78,0.93,26.73
76.00,916.43,916.43,56.75,12.74,10.15,0.21,0.72,9.28
76.00,1456.48,1456.48,74.20,18.56,7.20,0.19,0.35,6.18
76.00,69.86,69.86,62.18,18.53,13.59,0.31,0.24,7.28
76.00,1689.35,1689.35,73.94,18.55,14.55,0.20,0.33,13.47
76.00,2902.03,2902.03,66.70,18.57,6.89,0.25,0.40,15.64
76.00,1400.04,1400.04,70.52,18.40,20.02,0.26,0.34,8.82
8.00,3163.90,3163.90,0.39,0.26,66.94,1.22,1.81,59.22
38.00,2711.77,2711.77,21.47,5.83,17.44,0.31,0.39,27.30
38.00,1362.80,1362.80,38.17,10.31,10.56,0.18,0.27,6.55
38.00,2021.32,2021.32,30.77,8.65,29.00,0.59,0.77,13.87
38.00,2285.11,2285.11,15.14,3.08,23.51,0.53,0.84,23.72
38.00,3152.30,3152.30,31.59,5.31,20.61,0.29,0.32,20.39
76.00,1531.81,1531.81,42.79,13.51,9.95,0.31,0.78,9.49
38.00,3499.90,3499.90,33.47,1.84,24.49,0.54,0.38,20.75
20.00,247.68,247.68,13.07,0.74,27.41,0.88,0.46,27.91
76.00,405.87,405.87,74.30,18.65,18.48,0.21,0.22,12.08
38.00,0.00,0.00,36.71,9.29,7.36,0.23,0.47,11.21
50.00,2567.21,2567.21,37.76,4.88,11.59,0.32,0.31,13.95
50.00,2356.66,2356.66,52.42,4.76,7.46,0.35,0.30,8.25
76.00,1755.60,1755.60,55.56,13.11,16.18,0.27,0.31,15.46
20.00,5411.31,5411.31,10.79,0.69,30.72,2.39,0.81,32.71
20.00,886.16,886.16,6.63,0.76,37.18,0.93,0.41,29.91
20.00,1408.73,1408.73,4.85,0.72,31.11,0.91,0.82,30.83
70.00,435.86,435.86,73.08,4.99,14.32,2.39,0.30,13.91
76.00,851.47,851.47,45.69,16.96,17.37,0.30,0.35,15.10
38.00,1528.59,1528.59,36.89,9.25,8.90,0.46,0.52,12.61
17.00,538.88,538.88,13.28,0.89,19.33,0.96,0.40,28.09
38.00,3044.25,3044.25,24.10,8.38,10.21,0.40,0.33,10.69
8.00,3128.07,3128.07,4.97,0.97,22.99,0.87,0.56,19.92
17.00,3174.94,3174.94,2.40,0.63,37.25,1.51,1.44,43.19
38.00,210.42,210.42,35.38,9.05,13.37,1.12,0.84,14.36
38.00,1084.24,1084.24,41.45,7.11,12.85,0.35,0.44,12.59
17.00,449.77,449.77,13.24,1.00,10.95,0.82,0.60,9.48
76.00,2712.85,2712.85,73.93,16.93,17.16,0.35,0.39,17.54
38.00,2839.49,2839.49,36.80,1.83,21.14,0.52,0.32,10.11
76.00,615.14,615.14,67.15,18.54,18.95,0.26,0.28,10.52
17.00,618.09,618.09,16.08,1.01,12.25,0.56,0.39,9.96
76.00,1466.39,1466.39,54.94,16.82,11.00,0.28,0.31,9.33
38.00,332.75,332.75,28.47,7.64,20.87,0.35,0.27,14.82
76.00,596.24,596.24,73.75,16.96,9.60,0.22,0.33,8.23
55.00,1846.46,1846.46,23.13,2.72,13.58,0.50,0.29,11.73
38.00,1468.46,1468.46,27.43,5.62,14.15,0.42,0.39,13.25
38.00,3759.24,3759.24,36.00,8.38,15.44,0.32,0.41,14.93
76.00,1850.36,1850.36,72.28,16.96,12.65,0.22,0.32,10.93
38.00,3790.85,3790.85,36.97,1.70,16.96,0.44,0.43,14.66
38.00,1951.86,1951.86,35.45,9.28,11.13,0.27,0.35,13.40
76.00,1435.85,1435.85,67.99,18.57,8.80,0.30,0.44,6.47
38.00,299.87,299.87,36.76,8.86,10.28,0.35,0.35,17.63
76.00,858.50,858.50,73.11,18.50,9.91,0.27,0.25,8.80
76.00,1340.95,1340.95,70.66,18.54,8.89,0.22,0.39,7.76
8.00,554.67,554.67,3.00,0.83,32.15,1.12,0.46,25.75
52.00,1105.59,1105.59,50.36,10.21,6.37,0.18,0.38,6.20
76.00,2279.64,2279.64,72.54,18.52,13.89,0.27,0.28,13.29
76.00,632.74,632.74,61.93,18.54,15.68,0.25,0.30,7.87
38.00,1647.90,1647.90,36.48,9.22,14.89,0.41,0.28,6.13
38.00,4098.57,4098.57,36.39,9.32,7.73,0.23,0.23,11.47
76.00,1783.93,1783.93,46.76,17.85,12.35,0.25,0.27,6.98
38.00,594.45,594.45,34.00,6.88,19.71,0.37,0.45,22.69
76.00,2946.51,2946.51,73.97,18.42,15.88,0.24,0.24,8.98
70.00,3499.31,3499.31,71.80,4.98,10.04,1.34,0.28,9.59
38.00,0.00,0.00,13.60,4.55,10.17,0.33,1.14,14.43
38.00,507.36,507.36,34.82,1.42,22.63,0.65,0.37,21.39
38.00,816.47,816.47,36.18,8.89,9.96,1.21,0.47,12.01
52.00,2096.98,2096.98,47.17,8.13,8.86,0.30,0.39,8.54
76.00,954.75,954.75,73.40,18.55,12.72,0.25,0.28,11.66
38.00,1130.53,1130.53,36.95,9.28,8.78,0.22,0.45,12.69
50.00,0.00,0.00,53.16,2.58,28.90,13.37,0.17,19.44
76.00,1510.07,1510.07,52.44,9.53,9.17,0.30,0.39,8.43
76.00,2361.46,2361.46,59.38,18.62,10.26,0.23,0.34,5.83
38.00,3401.17,3401.17,36.80,9.30,10.13,0.23,0.44,12.60
76.00,323.13,323.13,57.73,12.80,20.90,0.27,0.28,19.62
76.00,375.35,375.35,74.32,18.66,11.04,0.19,0.32,9.61
17.00,2581.11,2581.11,4.22,0.68,30.27,0.96,0.57,31.17
76.00,1319.28,1319.28,54.79,15.81,7.08,0.33,0.34,8.55
17.00,1197.33,1197.33,9.43,0.85,40.91,1.14,0.38,22.12
76.00,323.50,323.50,58.67,18.49,20.64,0.30,0.34,20.06
38.00,2056.11,2056.11,37.03,9.35,6.94,0.27,0.37,16.55
38.00,2183.72,2183.72,19.41,9.32,23.06,0.30,0.38,28.23
76.00,0.00,0.00,73.29,18.40,24.15,0.30,0.34,16.25
38.00,1897.98,1897.98,36.91,9.31,8.11,0.23,0.61,18.38
17.00,199.09,199.09,13.88,0.82,21.70,0.78,0.35,23.44
17.00,2720.06,2720.06,17.18,1.03,8.49,0.51,0.44,17.87
38.00,3076.59,3076.59,28.99,7.16,10.03,0.55,0.71,15.10
38.00,4959.76,4959.76,33.59,10.42,29.79,0.27,0.33,28.89
76.00,2069.78,2069.78,49.45,9.45,6.65,0.27,0.20,11.88
76.00,1936.80,1936.80,45.04,12.03,16.89,0.44,0.54,11.07
52.00,98.02,98.02,49.15,9.18,16.89,0.36,0.32,9.33
76.00,996.91,996.91,55.77,18.51,8.24,0.39,0.23,7.96
76.00,928.88,928.88,74.24,13.02,11.40,0.22,0.31,9.75
76.00,3545.84,3545.84,51.08,9.19,21.97,0.35,0.29,13.75
52.00,0.00,0.00,39.31,6.28,17.94,0.62,0.43,17.20
0.00,1279.84,1279.84,69.23,17.64,14.57,0.24,0.38,11.50
8.00,0.00,0.00,6.78,0.37,26.90,1.35,0.37,27.05
76.00,757.13,757.13,57.24,13.57,14.25,0.34,0.35,14.08
38.00,920.31,920.31,20.39,6.60,15.70,0.41,0.43,10.74
100.00,2324.29,2324.29,108.76,6.00,15.14,1.14,0.23,30.48
76.00,1348.40,1348.40,68.73,18.50,8.99,0.26,0.28,7.24
76.00,878.14,878.14,60.53,15.97,16.24,0.23,0.30,14.22
76.00,3514.85,3514.85,73.59,20.80,5.07,0.21,0.11,3.98
76.00,2645.94,2645.94,74.00,18.55,7.82,0.19,0.32,6.59
76.00,0.00,0.00,65.07,20.50,6.78,0.62,0.12,5.73
76.00,686.25,686.25,59.24,17.43,27.19,0.32,0.39,27.51
38.00,394.19,394.19,34.53,5.48,19.23,4.43,0.62,13.68
200.00,0.00,0.00,184.54,12.04,17.47,2.37,0.33,24.58
76.00,0.00,0.00,42.98,12.31,23.94,0.33,0.45,23.32
76.00,1684.02,1684.02,73.53,17.29,12.29,0.21,0.26,7.02
76.00,939.98,939.98,55.52,12.20,25.28,0.24,0.56,23.25
76.00,874.08,874.08,70.90,18.56,6.37,0.18,0.16,5.34
76.00,1856.60,1856.60,70.86,16.78,10.36,0.23,0.33,10.84
76.00,0.00,0.00,61.53,18.97,10.02,0.20,0.37,9.15
38.00,2520.37,2520.37,30.12,8.61,15.53,0.56,0.43,15.98
76.00,889.89,889.89,48.58,6.75,14.47,0.35,0.50,7.62
200.00,598.26,598.26,218.60,11.90,11.56,1.96,0.22,14.84
76.00,0.00,0.00,69.41,16.93,19.12,0.33,0.53,19.25
38.00,949.59,949.59,32.38,5.54,41.50,0.33,0.24,34.91
38.00,720.43,720.43,23.07,7.57,44.95,0.28,0.42,47.04
55.00,1525.03,1525.03,48.35,6.60,28.80,0.42,0.27,20.98
17.00,3245.92,3245.92,4.98,0.34,55.07,1.15,0.67,47.32
38.00,2660.11,2660.11,37.16,8.51,15.38,0.23,0.40,16.69
38.00,0.00,0.00,36.47,9.28,13.14,0.22,0.47,16.89
52.00,1923.80,1923.80,47.89,7.30,20.58,0.28,0.22,18.95
38.00,916.43,916.43,44.47,7.44,13.04,0.35,0.24,11.89
76.00,1008.73,1008.73,61.14,18.12,4.68,0.28,0.30,7.25
38.00,1133.12,1133.12,14.96,2.08,11.12,0.62,0.51,9.68
38.00,3146.05,3146.05,36.58,8.86,20.56,0.22,0.21,13.05
76.00,2269.88,2269.88,59.76,16.85,13.14,0.23,0.31,11.78
38.00,1868.14,1868.14,35.89,9.16,11.74,0.30,0.42,10.93
76.00,1807.70,1807.70,74.04,16.87,9.71,0.75,0.82,9.28
76.00,810.20,810.20,72.10,16.96,9.18,0.22,0.30,7.04
76.00,1667.61,1667.61,55.82,15.24,17.63,0.79,0.49,14.69
76.00,1803.51,1803.51,18.77,16.11,14.93,0.59,0.75,14.40
17.00,2321.95,2321.95,6.45,0.98,34.92,0.68,0.53,31.19
52.00,910.43,910.43,46.67,6.56,10.73,0.47,0.36,11.18
38.00,1685.74,1685.74,36.52,9.44,17.41,0.40,0.31,18.85
200.00,2874.88,2874.88,214.85,11.96,17.21,3.13,0.29,19.27
200.00,1927.24,1927.24,160.61,11.98,16.96,1.66,0.10,24.63
200.00,1812.79,1812.79,160.95,11.45,11.22,1.80,0.27,12.12
200.00,2291.19,2291.19,196.78,12.06,15.31,1.48,0.31,23.99
200.00,3121.36,3121.36,70.58,12.02,12.01,2.76,0.28,15.48
200.00,934.99,934.99,178.54,12.03,14.76,1.60,0.10,19.48
17.00,1797.05,1797.05,2.17,0.67,22.97,0.68,0.70,23.96
200.00,1013.14,1013.14,209.55,11.80,19.50,3.52,0.32,30.36
200.00,0.00,0.00,208.65,12.01,19.49,2.76,0.26,22.09
200.00,1753.64,1753.64,174.18,12.03,13.33,1.63,0.17,17.95
200.00,1311.15,1311.15,157.62,12.05,16.03,1.51,0.41,19.90
200.00,0.00,0.00,167.99,12.04,10.77,1.81,0.21,12.81
200.00,1333.46,1333.46,104.56,20.83,14.90,2.58,0.14,17.29
38.00,1587.05,1587.05,37.21,7.90,8.43,0.33,0.44,10.96
200.00,819.09,819.09,199.60,12.11,16.61,1.96,0.24,20.93
200.00,1349.48,1349.48,174.04,12.04,10.68,1.44,0.11,22.99
38.00,3239.13,3239.13,17.14,3.22,20.35,0.47,0.92,18.44
200.00,1276.25,1276.25,79.71,12.12,11.52,2.65,0.13,15.07
150.00,215.14,215.14,150.42,9.94,15.78,1.66,0.25,17.26
200.00,1607.61,1607.61,156.65,11.71,13.52,3.28,0.43,18.25
200.00,579.38,579.38,156.46,19.11,14.65,1.96,0.08,27.06
200.00,483.67,483.67,213.21,11.93,14.59,1.96,0.27,16.49
150.00,1224.58,1224.58,153.45,9.89,16.87,2.47,0.38,14.62
38.00,763.15,763.15,25.40,2.76,7.17,0.30,0.45,6.23
76.00,0.00,0.00,59.67,18.32,26.92,0.37,1.34,26.23
200.00,1107.42,1107.42,184.85,12.04,15.03,2.63,0.38,16.87
38.00,0.00,0.00,32.42,6.86,15.86,0.27,0.33,13.02
38.00,0.00,0.00,36.74,9.31,16.56,0.50,0.78,19.12
17.00,0.00,0.00,8.14,0.92,18.60,0.62,0.66,14.25
38.00,0.00,0.00,36.82,9.29,9.63,0.23,0.46,6.69
17.00,0.00,0.00,19.95,1.13,8.10,0.50,0.32,5.52
38.00,0.00,0.00,16.85,5.66,8.92,0.51,0.34,7.16
76.00,2293.38,2293.38,40.66,10.98,8.78,0.25,0.46,7.97
17.00,1588.85,1588.85,5.18,0.82,19.33,0.67,0.48,18.01
17.00,779.09,779.09,13.84,0.98,27.56,0.60,0.46,24.77
17.00,279.24,279.24,17.37,1.01,15.84,0.99,0.77,15.07
76.00,568.11,568.11,72.25,18.46,18.84,0.27,0.30,14.38
38.00,1778.86,1778.86,27.78,8.56,14.33,0.34,0.36,17.57
55.00,922.11,922.11,44.68,9.36,12.65,0.40,0.32,11.40
76.00,1293.46,1293.46,68.71,18.57,15.06,0.30,0.33,6.93
38.00,2404.81,2404.81,37.12,9.28,9.42,0.19,0.42,5.65
38.00,0.00,0.00,37.19,9.31,8.92,0.22,0.41,6.26
0.00,2417.96,2417.96,4.70,0.82,33.50,0.72,0.63,32.69
38.00,0.00,0.00,27.67,4.25,17.12,0.80,0.49,10.40
70.00,386.35,386.35,76.63,4.99,20.17,1.34,0.10,13.51
70.00,1991.84,1991.84,75.27,4.98,11.21,1.50,0.14,14.00
38.00,842.17,842.17,35.23,1.80,19.98,0.75,0.30,19.98
200.00,1362.32,1362.32,191.61,12.04,9.70,1.96,0.08,13.27
76.00,1583.04,1583.04,69.51,16.94,9.63,0.25,0.23,9.53
38.00,3112.39,3112.39,33.08,5.60,11.75,0.25,0.30,14.62
76.00,577.12,577.12,67.14,18.02,17.88,0.30,0.38,13.82
38.00,923.47,923.47,50.98,8.93,10.77,0.36,0.42,10.11
76.00,210.75,210.75,67.84,18.57,14.54,0.25,0.28,14.18
200.00,1360.68,1360.68,175.55,11.85,15.34,3.03,0.49,18.56
76.00,3263.21,3263.21,73.98,18.42,18.98,0.26,0.26,9.20
76.00,2347.31,2347.31,43.81,14.64,19.91,0.22,0.40,13.02
76.00,855.67,855.67,61.66,16.19,17.30,0.55,0.71,13.23
76.00,696.14,696.14,72.03,18.44,9.45,0.36,0.49,8.28
70.00,2320.30,2320.30,75.48,4.96,10.57,1.41,0.26,12.58
8.00,649.33,649.33,5.31,0.33,41.01,1.65,0.87,30.68
76.00,925.53,925.53,45.98,10.44,14.70,0.28,0.29,17.38
76.00,2425.70,2425.70,46.98,14.76,13.80,0.33,0.27,7.19
200.00,1246.00,1246.00,213.77,12.04,16.58,2.07,0.28,23.88
50.00,1312.56,1312.56,54.52,3.04,17.21,2.20,0.23,23.79
17.00,2933.28,2933.28,4.71,0.64,29.31,8.95,0.48,32.35
200.00,1341.98,1341.98,182.96,12.10,11.81,2.45,0.27,15.24
76.00,3443.59,3443.59,37.57,16.64,11.92,0.29,0.35,11.91
76.00,1276.53,1276.53,55.66,16.96,14.95,0.19,0.33,7.59
76.00,2459.71,2459.71,66.65,18.58,13.71,0.31,0.36,13.51
38.00,0.00,0.00,37.26,9.31,8.81,0.23,0.41,11.22
17.00,1367.23,1367.23,5.54,0.62,41.10,4.46,0.74,39.07
38.00,291.36,291.36,34.28,8.26,29.77,0.33,0.27,22.94
17.00,0.00,0.00,18.52,0.97,35.67,0.94,0.55,26.85
200.00,2935.31,2935.31,199.94,11.86,16.97,2.19,0.23,27.93
38.00,942.41,942.41,27.41,4.10,14.02,0.39,0.35,10.73
76.00,409.41,409.41,73.95,18.55,9.71,0.18,0.36,8.47
76.00,1171.46,1171.46,74.17,16.96,12.51,0.20,0.27,5.84
38.00,921.44,921.44,31.30,8.26,28.05,8.44,1.01,32.74
76.00,2256.10,2256.10,72.61,18.55,20.99,0.26,0.30,16.08
17.00,1228.19,1228.19,7.63,0.67,23.84,0.67,0.46,33.61
76.00,2615.22,2615.22,74.26,18.67,6.77,0.19,0.33,8.48
8.00,6256.32,6256.32,0.48,0.21,25.16,2.37,1.79,37.43
76.00,2847.54,2847.54,60.67,18.55,21.10,0.31,0.39,19.67
76.00,1538.16,1538.16,37.84,17.60,28.56,1.91,1.96,15.67
76.00,1670.72,1670.72,50.02,11.34,16.28,0.44,0.49,8.47
17.00,2175.78,2175.78,3.93,0.38,16.90,0.87,0.42,10.98
38.00,932.78,932.78,36.80,9.27,7.61,0.31,0.44,7.40
76.00,566.31,566.31,73.77,18.39,17.65,0.28,0.25,6.20
76.00,1041.59,1041.59,31.50,6.41,6.46,0.36,0.33,10.07
70.00,1377.68,1377.68,69.39,6.03,15.86,1.64,0.28,30.15
76.00,378.11,378.11,73.75,18.66,12.44,0.19,0.21,16.30
17.00,3073.49,3073.49,3.71,0.74,34.17,0.61,0.55,44.17
38.00,1115.55,1115.55,30.93,7.59,22.58,0.91,0.75,17.46
17.00,3103.49,3103.49,1.85,0.49,27.84,0.79,0.89,30.23
76.00,499.49,499.49,70.61,18.43,23.53,0.33,0.37,16.40
17.00,3424.85,3424.85,4.07,0.72,14.99,0.67,0.32,10.67
38.00,998.61,998.61,16.94,1.89,5.14,0.41,0.30,11.90
76.00,1477.81,1477.81,71.38,18.21,18.26,0.39,0.31,10.93
76.00,2983.79,2983.79,72.13,16.69,16.82,0.25,0.29,10.26
52.00,1805.25,1805.25,48.45,9.23,8.78,0.24,0.45,10.70
76.00,639.01,639.01,60.37,18.54,18.05,0.26,0.31,17.33
38.00,3160.38,3160.38,33.87,7.20,20.45,0.35,0.33,13.60
38.00,1452.58,1452.58,35.87,9.23,19.56,0.42,0.39,12.38
17.00,423.76,423.76,19.87,1.02,8.43,0.73,0.36,6.07
0.00,870.31,870.31,8.42,5.46,28.38,0.84,1.19,29.47
76.00,2532.51,2532.51,55.86,13.37,19.97,0.42,0.86,18.15
76.00,2178.18,2178.18,60.77,15.23,15.25,0.28,0.47,9.27
76.00,1474.43,1474.43,38.61,18.30,22.13,1.97,1.95,11.76
38.00,877.05,877.05,22.97,3.90,13.44,18.56,0.21,43.40
38.00,1727.46,1727.46,24.12,9.12,13.51,0.22,0.75,7.92
17.00,2314.72,2314.72,7.01,0.94,22.15,0.47,0.34,26.28
76.00,776.16,776.16,68.51,12.46,15.97,0.33,0.43,13.98
38.00,698.70,698.70,36.84,1.82,18.86,0.87,0.35,15.30
20.00,4152.96,4152.96,15.49,0.72,28.38,1.83,0.49,29.35
